title	domain	tags	location
中国废旧物资网	cnfjwz.com	综合其他,门户网站	山东,淄博
神奇影院	050d.com	休闲娱乐,视频电影	海外
派派小说	paipaixs.com	休闲娱乐,小说网站	福建
广东省茂名市第一中学	mmyz.net	教育文化,中小学校	广东,茂名
雪浪环境	cecm.com.cn	行业企业,商务服务	江苏,无锡
中信国安葡萄酒业股份有限公司	guoanwine.com	行业企业	北京,朝阳
李先生牛肉面	mrlee.com.cn	生活服务,餐饮美食	北京,大兴
云南人事考试网	ynpta.com	教育文化,教育考试	云南
绍兴市社会保险服务网	zjsx.si.gov.cn	政府组织,政府职能	浙江,绍兴
黑帽网	cnblackhat.com	综合其他,门户网站	江苏,南京
山东政府集中采购网	sdzfcg.gov.cn	政府组织,政府职能	山东,济南
Blueair中国官方网站	blueair.cn	行业企业	上海
和路雪	walls.com.cn	行业企业,食品饮料	上海
咖世家 	costa.net.cn	生活服务,餐饮美食	上海,黄浦
地铁笨蛋小游戏大全	ditiebendan.com	休闲娱乐,游戏网站	
万书楼	wanshulou.org	休闲娱乐,小说网站	
合肥市住房公积金管理中心巢湖分中心	chgjjzx.com	综合其他,公共团体	安徽,合肥
第一中文网	d1zw.net	休闲娱乐,小说网站	
红星机器	rsjq.org	行业企业,机械工业	河南,郑州
上海一美整形外科医院	yeemei.com	医疗健康,医院诊所	
米高轮滑鞋网	mglhx.com	购物网站,电商网站	江苏
内蒙古大学创业学院	imuchuangye.cn	教育文化,高等院校	内蒙古
黑龙江建筑职业技术学院	hcc.net.cn	教育文化,高等院校	黑龙江
零售网	lingshou.com	行业企业,商务服务	北京,朝阳
优美世界官方商城	umishop.com.cn	购物网站,电商网站	广东,深圳
32电影网	32kan.com	休闲娱乐,视频电影	浙江,杭州
深圳市康辉旅行社总部官方网站	cctsz.com	交通旅游	广东,深圳
西峡政府门户网站	xixia.gov.cn	政府组织,政府门户	河南,南阳
虫虫吉他社区 	bbs.ccjt.net	休闲娱乐,音乐网站	
骨头船	boneboat.com	休闲娱乐,小说网站,教育文化,社科文艺	河北,保定
沂源信息网	256100.cc	综合其他,地方网站	山东,淄博
广元市信箱中心	gymail.gy169.net	综合其他,公共团体	四川,广元
启东人事人才网	qdrc.gov.cn	生活服务,求职招聘	江苏,南通
宁波教育考试中心	nbzk.nbedu.net.cn	教育文化,教育考试	浙江,宁波
GQY视讯	www.gqy.com.cn	行业企业,广电通信	浙江,杭州
池州市人事考试网	chzpta.gov.cn	政府组织,事业单位	安徽,池州
中国电信宽带	189.mx	行业企业,广电通信	陕西,西安
茱莉蔻官网	jurlique.com.cn	行业企业,日化用品	北京,朝阳
石家庄人民医学高等专科学	sjzrmyz.com	教育文化,高等院校	河北,石家庄
中国电信湖北分公司	hbtelecom.com.cn	行业企业,广电通信	湖北
锦州市人事信息网	jzrsrc.gov.cn	政府组织,政府职能	辽宁,锦州
深圳市眼科医院	sz-eyes.com	医疗健康,医院诊所	广东,深圳
51vpn官网	51vpnn.com.cn		
四平风采供求信息栏目	info.sp.jl.cn	生活服务,常用查询	吉林,四平
多晶生活网	dojjj.com	综合其他,地方网站	湖北,武汉
海兴生活网	hx58.com	综合其他,地方网站	河北,沧州
锦江乐园官方网站	www.jjlysh.com	交通旅游,旅游网站	上海,闵行
长春工业大学人文信息学院	ccutchi.com	教育文化,高等院校	吉林,长春
新疆网址大全	3865.com	综合其他,网址导航	新疆
404wan网页游戏官方网站	404wan.com	休闲娱乐,游戏网站	安徽,合肥
蜀门私服网站	guoao56.com	休闲娱乐,游戏网站	海外
西安市公安局	xa-police.gov.cn	政府组织,政府职能	陕西,西安
辰龙棋牌游戏	qp.cl0579.com	休闲娱乐,游戏网站	浙江,金华
爱布斯APP平台	apps123.cn	网络科技,技术编程	广东,广州
济南市长清区政府网	changqing.gov.cn	政府组织,政府门户	山东,济南
纪梵希-中国	givenchybeauty.cn	行业企业,日化用品	上海,浦东
鹤峰教育网	jy.hf.gov.cn	政府组织,政府职能	湖北,恩施
木林森	mulinsen.com	行业企业,纺织皮革	福建,泉州
大西子影院	daxiz.com	休闲娱乐,视频电影	福建
太阳鸟	cnsunbird.com	行业企业,商务服务	湖南,长沙
科技娲母	techwom.com	综合其他,博客网站,网络科技,站长资源	北京,朝阳
太行陵川	lczf.cn	综合其他,地方网站	山西,晋城
西藏旅游网	xz325.com	交通旅游,旅行社	西藏,拉萨
康斯特	constgroup.com	行业企业,机械工业	北京,海淀
霞浦网	xiapu.co	综合其他,地方网站	福建
西克朗诵	xikrs.com	教育文化	
康弘药业集团	cn-kanghong.com	医疗健康,药品药学	四川,成都
中国卫星地图	ditu.gissky.net	交通旅游,交通地图	北京
WCA世界电子竞技大赛	wca.com.cn	休闲娱乐,游戏网站	
百事通商城	114mall.cn	购物网站,电商网站	浙江,杭州
卫岗天天订	4008618618.com	行业企业,农林畜牧渔	江苏,南京
谷雨英语单词速记网	guyuenglish.com	教育文化	
数码兽中文数据库 	digimons.net	网络科技	
药给力	medicinepower.cn	医疗健康,药品药学	北京,海淀
陕西旅游年票一卡通	029-china.cn	交通旅游,票务预订	陕西,西安
辽源信息港人才招聘	job.0437.com	生活服务,求职招聘	吉林,辽源
宅人送	jhwmw.com	购物网站,电商网站	浙江,金华
首席摄影工作室	shouxiphotos.com	休闲娱乐,图片摄影	北京,朝阳
广州维动网络科技有限公司	game3737.com	休闲娱乐,游戏网站	广东,广州
上海川沪调节阀厂	chtjf.com	综合其他,门户网站	上海
完美女人世界网	72r.net	综合其他,门户网站	福建
郑州军安机械制造有限公司	jatishengji.com	行业企业,机械工业	河南,郑州
天津市宁河县政务网	ninghe.gov.cn	政府组织,政府门户	天津,宁河县
CAMENAE嘉媚乐官网	camenae.com.cn	购物网站	广东,广州
中国银行上海市分行	sh.bank-of-china.com	生活服务,银行保险	上海
买干果网	maiganguo.com.cn	购物网站,电商网站	
掌秀网	zhangxiu.com	网络科技,手机数码	北京,丰台
河北工业大学研究生学院	yjs.hebut.edu.cn	教育文化,高等院校	天津,红桥区
云图TV	yuntutv.net	休闲娱乐	
免费在线翻译	ifanyi.com.cn	综合其他,地方网站	安徽
关键时刻吧	gjsk88.com	综合其他	
四川外国语大学重庆南方翻译学院	tcsisu.com	教育文化,高等院校	重庆,渝北区
南宁住房公积金管理中心区直分中心	gxqzgjjfzx.com	综合其他,公共团体	广西,南宁
重庆市公安局交通管理局车辆管理所	cqcgs.gov.cn	政府组织,政府职能	重庆,九龙坡区
大连国旅	citsdlgh.com	交通旅游,旅游网站	辽宁,大连
湘潭市人事考试网站	xtrsks.gov.cn	政府组织,政府职能	湖南,湘潭
大娘水饺官网	cnddr.com	生活服务,餐饮美食	江苏,常州
依依社区美图网 	yiyiclub.com	综合其他,论坛综合	福建
吉林市人才网	jlsrc.com	生活服务,求职招聘	吉林
元氏县人民政府	yuanshi.gov.cn	政府组织,政府门户	河北,石家庄
40035双人小游戏网	40035.com	休闲娱乐,游戏网站	
秦皇岛市第一中学	qhdyz.com.cn	教育文化,中小学校	河北,秦皇岛
佳洁士官网	www.crest.com.cn	行业企业,日化用品	广东,广州
心扉小游戏平台	x366f.com	休闲娱乐,游戏网站	
荆楚理工学院	jmun.edu.cn	教育文化,高等院校	
新华图书网	sybooks.com.cn	教育文化,图书展馆	辽宁,沈阳
爱BBox网	ibbox.cn	休闲娱乐,音乐网站	黑龙江
天天学车	tiantianxc.com	生活服务	四川,成都
郑州同昌机械有限公司	smjixie.com	行业企业,机械工业	
上海杉达学院	sandau.edu.cn	教育文化,高等院校	上海,浦东
中国蟋蟀网 	xishuai.net	休闲娱乐,收藏爱好	上海
Airbus	airbus.com.cn		北京
石家庄信息工程职业学院	sjziei.com	教育文化,高等院校	河北,石家庄
晨晖小说网	chenhuixiaoshuo.net	休闲娱乐,小说网站	
衡水市住房公积金管理中心	hszfgjj.com	综合其他,公共团体	河北,衡水
澍青家园	shuqing.org	教育文化,高等院校	河南,郑州
中国盐山	chinayanshan.gov.cn	政府组织,政府门户	河北,沧州
台州二手车网	tzqiche.com	生活服务,汽车网站	浙江,台州
脉凌网络	mai0.net	网络科技,域名主机,站长资源	海南,文昌
德州市气象局	dzqxj.com	综合其他,公共团体	山东,德州
潍坊银行	wfccb.com	生活服务,银行保险	山东,潍坊
创意礼品店	nixin99.com	生活服务,分类信息	四川
小米看吧电影网	mikanba.com	休闲娱乐,视频电影	
中国越南斗鸡供求论坛 	doujixiaosu.com	综合其他,论坛综合	
聚优宝商城	juyoubao.com	综合其他,购物网站,团购网站,购物网站,电商网站,购物网站,购物分享	北京,通州
吉林华桥外国语学院	hqwy.com	教育文化,高等院校	吉林
土拨鼠我的世界官网	mc.tuboshu.com	休闲娱乐,游戏网站	广东,广州
小嘀咕游戏论坛	xiaodigu.com	休闲娱乐,游戏网站	
兴源环境	www.xingyuan.com	行业企业,化工能源	浙江,杭州
豪客来官网	houcaller.com	生活服务,餐饮美食	福建,厦门
电影啦	dianyingla.com	休闲娱乐,视频电影	
北京演出票务网	yanchupiao.com	生活服务	北京
中国寻人网	cnxunren.com	生活服务	广东,深圳
车神俱乐部	cheshen.com	生活服务	广东,深圳
点卡517	dk517.com	休闲娱乐,游戏网站	江苏
鬼故事网	cnhlnx.com	休闲娱乐	贵州
延长县人民政府公众信息网	yanchangxian.gov.cn	政府组织,政府门户	陕西,延安
道县教育网 	hndzjy.com	教育文化,教育考试	湖南,永州
浙江理工大学本科招生网	zs.zstu.edu.cn	教育文化,高等院校	浙江,杭州
首都体育学院	cupes.edu.cn	教育文化,高等院校	北京,海淀
999宝藏网论坛	bbs.999gho.com	网络科技,软件下载	
典范英语	dianfanyingyu.com	教育文化,在线教育	北京,海淀
中瑞影城	zrfilm.com	生活服务,影楼婚嫁	福建,福州
广东工程职业技术学院	www.gpc.net.cn	教育文化,高等院校	广东,广州
大连大学附属中山医院	dlhospital.com	教育文化,高等院校	辽宁,大连
大通旅游	china51766.com	交通旅游	上海,黄浦
付费通	51663.net	网络科技,电子支付	河南,郑州
内蒙古建筑职业技术学院	imaa.edu.cn	教育文化,高等院校	
怀化市住房公积金	hhzfgjj.com	政府组织,政府门户	湖南,怀化
都匀市人民政府	duyun.gov.cn	政府组织,政府门户	贵州,黔南
爱姐妹女性网	2jm.com	休闲娱乐,娱乐时尚	湖南,衡阳
霍州煤电集团有限责任公司	hzmdjt.cn	行业企业	
中国托盘产品网	tuopan808.com	行业企业,商务服务	北京,海淀
手机号码归属地查询	shouji.67cha.com	生活服务,常用查询	贵州
多游网页游戏	yyge.com	休闲娱乐,游戏网站	广东,广州
森海塞尔耳机中国在线商城	shop.sennheiser.com.cn	综合其他,地方网站	北京,朝阳
三次元 	17345.com	综合其他,社交网站	北京
腾邦国际	www.tempus.cn	行业企业,商务服务	广东,深圳
汤臣倍健	by-health.com.cn	行业企业	广东,珠海
Dreamtimes官网	dreamtimes.com.cn	行业企业,日化用品	上海,嘉定
创维	95105555.com	网络科技	广东,深圳
青岛农业大学海都学院	hdxy.org	教育文化,高等院校	山东,青岛
香飘飘	zjxpp.com	行业企业,食品饮料	浙江,湖州
保险知识网	at317.com	生活服务,银行保险	福建
高安中学	jxgazx.com	教育文化,中小学校	江西,宜春
朔州市住房公积金管理中心门户网站	zf365.com.cn	综合其他,公共团体	山西,朔州
暖才文学网	ncwx.net	休闲娱乐,小说网站	
南昌大学附属中学	ncdxfz.com	教育文化,中小学校	江西,南昌
童泰婴幼儿服饰官方网站	hebeitongtai.com	行业企业,服装配饰	河北,邢台
珠江数码	969368.com	网络科技,手机数码	广东,广州
BT坏男孩 	btbadboy.com	休闲娱乐	
广西卫视直播	tv.gxtv.cn	新闻媒体,广播电视	广西
珠海交警网上车管所	zhcgs.gov.cn	政府组织,政府职能	广东,珠海
南风股份	ntfan.com	行业企业,机械工业	广东,佛山
QQ排行榜	qqpxb.com	休闲娱乐	广西
景德镇陶瓷学院科技艺术学院	jci-ky.cn	教育文化,高等院校	江西,景德镇
义乌来料加工网	lailiao.net	生活服务,房产网站	浙江,金华
北国超市	chaoshi.brjt.cn	行业企业,商务服务	河北,石家庄
长生鸟官方购物商城	fenixmall.com	购物网站,电商网站	浙江,杭州
无锡工艺职业技术学院	www.wxgyxy.cn	教育文化,高等院校	江苏,无锡
小说5200	xs5200.org	休闲娱乐,小说网站	福建
三亿美女网	eeenv.com	休闲娱乐,图片摄影	福建
南京机电职业技术学院	njcmee.net	教育文化,高等院校	江苏,南京
威海渔具批发商城	8yuju.com	购物网站	山东,威海
江门汽车总站	jmstation.com	交通旅游,票务预订	
卡玛(kama)服装服饰官网	kmfz.net	购物网站,团购网站	
济宁信息港 	ji-sd.cninfo.net	综合其他,地方网站	山东,济宁
深圳红岭私募官方网站	hlsimu.com	生活服务,证券网站	
宝鸡市渭滨区人民政府网	www.weibin.gov.cn	政府组织,政府门户	陕西,宝鸡
联盟58同城分类网	lm58.cn	生活服务,分类信息	福建
广东邮电职业技术学院	gupt.net	教育文化,高等院校	广东,广州
内蒙古医科大学附属医院	nmgfy.com	教育文化,高等院校	内蒙古
第四放映室 	d44.cc	休闲娱乐,视频电影	
音标学习第一站 	yinbiao1.com	教育文化,在线教育	
GM之家论坛	gm016.com	综合其他,论坛综合	福建
嗨钱	hicash.cn	生活服务,网贷平台	上海,黄浦
喜游戏第九大陆专区	c9.xiyouxi.com	休闲娱乐,游戏网站	北京,东城区
宁阳信息港	ningyang.net	休闲娱乐	山东,泰安
韩语免费自学视频教程	free-kr.com		
中南邮票交易中心	znyp.com	生活服务,金融财经	湖南,长沙
临颍教育网	lyjtj.com	教育文化,教育考试	福建
洞口教育网	hndkedu.net	教育文化,教育考试	湖南,邵阳
婷美集团	tingmei.com	行业企业,服装配饰	北京,通州
安丘市亚泰玻璃钢有限公司	sdweiye.com	行业企业	山东,潍坊
新团网	361tuan.com	综合其他,购物网站,团购网站,购物网站,电商网站	四川
青岛求实职业技术学院	qdqs.com	教育文化,高等院校	山东,青岛
高铁时刻网	gaotieshike.cn	生活服务,常用查询	重庆
宝拉珍选官方购物网站	paulaschoice.hk	购物网站,电商网站	上海,闸北
福建高考信息平台	gaokao.haiedu.cn	教育文化,教育考试	福建
 梦想工作室	fytpjy.cn	网络科技,电商服务	北京
寻一家商城	n80.com.cn	购物网站	重庆,南岸区
《三国争霸2》官方网站	sgzb2.com	休闲娱乐,游戏网站	上海,浦东
乔氏台球桌	joy147.com	休闲娱乐	河北,秦皇岛
小苍个人站	zhangxiangling.com	休闲娱乐,明星粉丝	
国光电器股份有限公司	ggec.com.cn	行业企业	广东
宫厨网	gongchu.com	生活服务,餐饮美食	湖北
心灵家园 	heartxin.com	休闲娱乐,音乐网站	广东
河套学院	hetaodaxue.com	教育文化,高等院校	内蒙古,巴彦淖尔
喝小酒的网摘	blog.const.net.cn	休闲娱乐,视频电影	
启海人才网	qd0513.com	生活服务,求职招聘	
邹城521团	zoucheng521.com	综合其他,地方网站	山东,济宁
百度书库	baidushuku.com		
台州学院招生就业处	zsjy.tzc.edu.cn	教育文化,教育考试	浙江,台州
扶绥网	gxfusui.com	综合其他,地方网站	
大杭州商家动态	news.dahangzhou.com	交通旅游,旅游网站	浙江,杭州
郑州外国语学校	zzfls.com.cn	教育文化,高等院校	河南,郑州
开新二手车帮卖官网	kx.cn	生活服务,汽车网站	上海,闵行
乐天百货	china-lotteshopping.com	行业企业	天津,河西区
道德网	daode.org	综合其他,门户网站	
当阳社	bbs.idangyang.com		福建
贵阳教育信息网	gysjyw.gov.cn	政府组织,政府职能	贵州,贵阳
扬州工程建设信息网	yzcetc.com	行业企业	江苏,扬州
BT种子之家	btzzzj.com	休闲娱乐,视频电影	福建
机场快线官网	jckx.cn	交通旅游,票务预订	广东,广州
灵宝信息网 	lb0398.com	综合其他,地方网站	
天津农学院	tjac.edu.cn	教育文化,高等院校	天津,西青区
香烟在线网	yanol.cn	行业企业,包装印刷	湖北,武汉
阿芙精油	afuvip.com	购物网站,电商网站	
嘉丽购	jialigou.cn	购物网站	湖南,长沙
路桥区教育局	lqedu.org	教育文化,教育考试	浙江,台州
古交市政府网	sxgujiao.gov.cn	政府组织,政府门户	山西,太原
中国戏曲网	51kanxi.com	休闲娱乐	
南宁二中	nnez.com.cn	教育文化,中小学校	广西,南宁
诸葛烤鱼官网	zgky.cn	生活服务,餐饮美食	重庆,江北区
浙江工业大学-之江学院	zjc.zjut.edu.cn	教育文化,高等院校	浙江,绍兴
白城市人民政府	bc.jl.gov.cn	政府组织,政府门户	吉林,白城
永昌县人民政府网	www.yongchang.gov.cn	政府组织,政府门户	甘肃,金昌
冬瓜天龙游戏官网	dgtl3.cn	休闲娱乐,娱乐时尚	
合肥市财政局	hfcz.gov.cn	政府组织,政府职能	安徽,合肥
深空驿站 - 动漫网	df33.com		
商联通TPC卡官网	bjebc.com	生活服务,银行保险	北京,西城区
碣石正车行	jszmoto.com	行业企业,汽车厂商	四川
手机评测网	sjpcw.com	网络科技,数据分析	辽宁
美联臣	mlcbj.com	医疗健康,美容整形	
开战传奇	kaizhan.com	休闲娱乐,游戏网站	山东,聊城
宜宾人事考试网	ybpta.gov.cn	政府组织,事业单位	四川,宜宾
郭奶奶 	guonainai.com	休闲娱乐	
久罗商城购物网站	jiuluomall.com	购物网站,电商网站	江苏,苏州
上海工艺美术职业学院	shgymy.com	教育文化,高等院校	上海
化州教育网政务频道	gov.hze.gov.cn	政府组织,政府职能	广东,茂名
正宗笔画输入法下载	tt001.com	生活服务	
湖北网	hubei.com	综合其他,地方网站	湖北,武汉
苏州设计	siad-c.com	行业企业,商务服务	江苏,苏州
伍九文学 	wujiuwenxue.com	休闲娱乐,小说网站	
金东纸业	goldeastpaper.com.cn	行业企业	江苏
沈阳市妇婴医院	syfyyy.com	医疗健康,医院诊所	辽宁,沈阳
中国美发门户	51mfmh.com	休闲娱乐,娱乐时尚,行业企业,商务服务	湖北
中国品牌女装网	zgppnzw.roboo.com	购物网站,电商网站	
无棣吧	wudiba.cn	休闲娱乐	
邪恶哥	xieege.com	休闲娱乐,收藏爱好	福建
伴游网	banwan.me		
 FaceJoking女神网	facejoking.com	休闲娱乐	上海
九州证券	www.tyzq.com.cn	生活服务,证券网站	青海,西宁
MAKE UP FOR EVER中国官方网站	makeupforever.cn	行业企业,日化用品	上海,静安
良品铺子官方网站	517lppz.com	购物网站,电商网站	湖北,武汉
上海交通大学附属中学	www.jdfz.sh.cn	教育文化,中小学校	上海
北京工商大学嘉华学院	canvard.edu.cn	教育文化,高等院校	
五行蔬菜汤	niubang.cn	医疗健康,健康保健	江苏,徐州
广州大卡司	dakasi.com	生活服务,餐饮美食	广东,广州
潮牌社	clot-cps.com	购物网站,电商网站	
秀当网	xiudang.com	购物网站,返利比价	湖北,武汉
华苑蒙古文翻译	mongoliaren.cn	生活服务	
蘑菇家	mogujia.com	购物网站,购物分享	浙江,杭州
嘻哈邦	52xhb.com	休闲娱乐	河南
过家家居家美物	guojj.com.cn	购物网站	浙江,杭州
湘西州民族中学高级中学	xxzmz.com	教育文化,中小学校	
牡丹江人才网 |	mdjrcw.com	生活服务,求职招聘	黑龙江,牡丹江
镇江市丹徒区政府网	dantu.gov.cn	政府组织,政府门户	江苏,镇江
宜川县人民政府网	www.ycx.gov.cn	政府组织,政府门户	陕西,延安
长沙通论坛	bbs.cstong.net	综合其他,论坛综合	湖南,长沙
布衣书局	booyee.com.cn	休闲娱乐,小说网站	北京,海淀
优思网校	yousi.com	教育文化,培训机构	上海,闵行
山东政法学院	sdupsl.edu.cn	教育文化,高等院校	山东
华星光电	szcsot.com	行业企业,家电数码	广东,深圳
合江人民政府公众信息网	hejiang.gov.cn	政府组织,政府门户	四川,泸州
北京市第八十中学	bj80.com	教育文化,中小学校	北京
苏州市吴江区第一人民医院	wjrmyy.com	医疗健康,医院诊所	江苏,苏州
金源新燕莎MALL	newyanshamall.com	生活服务,分类信息	北京,海淀
震旦办公自动化	aurora-oa.com	行业企业	上海,浦东
中国金融培训中心	chinacft.org	生活服务,金融财经	北京,西城区
盐城市财政局	yccz.gov.cn	政府组织,政府职能	江苏,盐城
中国建设网	chinacin.mobi	综合其他	
中国古镇旅游网	guzhenu.com	交通旅游,旅游网站	
祁门人网论坛	bbs.245600.com	综合其他,论坛综合	贵州
东莞汽车违章查询网	wf.0769auto.com	生活服务,常用查询	广东,东莞
江苏建康职业学院	jssmu.edu.cn	教育文化,高等院校	江苏
嘉祥人力资源和社会保障局	jxrsrc.gov.cn	政府组织,政府职能	山东,济宁
安徽亳州人力资源网	ahbzhr.gov.cn	政府组织,政府职能	安徽,亳州
快乐乒乓	happypingpang.cn	体育健身,球类运动	江苏,苏州
长沙盛世罗马婚庆公司	sslmhq.com	生活服务,影楼婚嫁	
福州东南眼科医院	chinasee.com.cn	医疗健康,医院诊所	福建,福州
书包网	bookbao.me	休闲娱乐,小说网站	
湖头论坛	362411.com.cn	综合其他,论坛综合	福建,泉州
洛阳气象局	lyqxj.cn		
万可佳健康商城	mall.wkjjk.com	购物网站	河南,郑州
天柱县人民政府	tianzhu.gov.cn	政府组织,政府门户	贵州,黔东南
InFocus富可视中国官网	infocus.com.cn	行业企业	广东,深圳
姊妹影院	zimei.cc	休闲娱乐,视频电影	福建
学生网	xuesheng.com	教育文化,培训机构	广东,广州
富途证券	futu5.com	生活服务,证券网站	广东,深圳
东风雷诺汽车	www.dongfeng-renault.com.cn	行业企业,汽车厂商	湖北
同盾科技	fraudmetrix.cn	网络科技,网络安全	浙江,杭州
SooPAT专利网址导航	soopat.com.cn	生活服务,常用查询	江苏,苏州
宣城招生考试网	zsks.xcedu.net	教育文化,教育考试	安徽,宣城
英雄战魂官网	zh.g2us.com	休闲娱乐,游戏网站	北京,海淀
高斯卫浴	coso.cn	行业企业,水暖安防	广东,佛山
股道家园	dyjian.com	生活服务,证券网站	
初刻网	crucco.com	综合其他,行业企业,服装配饰,购物网站,电商网站	北京,朝阳
黑龙江生物科技职业学院	swkj.net	教育文化,高等院校	黑龙江
佛山市汽车运输集团有限公司	fs-qiyun.com	生活服务,汽车网站	广东,佛山
100TV聚好看	100tv.com	休闲娱乐,视频电影	北京,朝阳
深圳市恒波商业连锁股份有限公司	holpe.com.cn	行业企业	广东,深圳
省钱助手	2q3.cn	生活服务	
郸城一高官网	hndcyg.com	教育文化,中小学校	
湖北师范学院文理学院	wlxy.hbnu.edu.cn	教育文化,高等院校	湖北
湖北师范学院招生信息网	zsxx.hbnu.edu.cn	教育文化,高等院校	湖北
泰兴银杏花园论坛	0523bbs.net	综合其他,论坛综合	江苏,泰州
北京市怀柔区人力资源和社会保障局	hrrlzy.com	综合其他,公共团体	
福建自考网	fjzikao.net	教育文化,教育考试	福建
小学生作文网	61300.com	教育文化,教育考试	浙江,衢州
教学课件搜集网	elpland.com	教育文化,在线教育	福建
侠客小说网	xkxs.org	休闲娱乐,小说网站	
韩后官网	hanhoo.com	行业企业,日化用品	广东,广州
合肥地铁	www.hfgdjt.com	交通旅游,交通地图	安徽,合肥
师出教育	shichuedu.com	教育文化,在线教育	安徽,合肥
德鸿空压机	jfkyj.cn	购物网站,电商网站	广东,惠州
翔升	pcasl.com	休闲娱乐,游戏网站	广东,深圳
纹身之家	69876.com	休闲娱乐	福建,厦门
鞍山人才网	asrc.gov.cn	生活服务,求职招聘	辽宁,鞍山
好251网址导航	hao251.com	综合其他,网址导航	湖北,武汉
温州市绿源机电设备租赁有限公司	lvyuanzl.net	行业企业	
建站学	jzxue.com	网络科技,站长资源	河南
k歌达人	kuro.cn	休闲娱乐,音乐网站	上海
力士中国官方网站	luxstyle.com.cn	行业企业,日化用品	上海
淘在路上	tao.117go.com	购物网站,购物分享	上海,徐汇
笔途网	bitu.co	休闲娱乐,小说网站	福建
大彩网彩票走势图	chart.dacai.com	体育健身,福彩体彩	浙江,杭州
天下行租车	txxzc.com	交通旅游,交通地图	福建,厦门
风月体验网	sizubeijing.com	生活服务	福建
天津交通职业学院	tjtvc.com	教育文化,高等院校	天津
吉林工业职业技术学院	jvcit.edu.cn	教育文化,高等院校	吉林
惠州人力资源网 	hz12311.cn	综合其他,地方网站	广东,惠州
遂宁市人事人才培训与人事考试网	snpx.gov.cn	生活服务,求职招聘	四川,遂宁
神马影院	jiaosm.net	休闲娱乐,视频电影	上海
中国伤残军人网	81cj.com	综合其他,门户网站	河南
东方希望电子采购平台	bid.easthope.cn		
乐吧子	lebazi.com		
大师直播网	ytsfc.com	综合其他,门户网站	山东,聊城
宜兴人才网	job.yx.js.cn	生活服务,求职招聘	江苏,无锡
 粤语e族	yuyuez.cn		广东
泉港人才网	qgqy.com	生活服务,求职招聘	福建,泉州
美女模特网 	169mt.com	休闲娱乐,图片摄影	福建
风华高科	china-fenghua.com	行业企业	广东,肇庆
瓦房店市教育局	wfdedu.gov.cn	教育文化,教育考试	
杰森英语	www.jiesen365.com	教育文化,外语综合	北京,昌平
温州大学城市学院	wucc.cn	教育文化,高等院校	浙江,温州
上海煤炭交易网	www.shcce.com	行业企业,石化能源	上海,闸北
易充网	1chong.com	行业企业,物流运输	广东,广州
武穴房产网	wxfxw.com	生活服务,房产网站	湖北,黄冈
大道物流	ddwl.com.cn	行业企业,物流运输	湖北,武汉
东吴人才热线	dwrc.com.cn	生活服务,房产网站	
英雄军事网	herovip.com	教育文化,军事国防	湖南,长沙
崇阳之家	waicy.cn	综合其他,地方网站	湖北,咸宁
趣图网	365good.cc	休闲娱乐	福建
保定人才网 	bdrc.net.cn	生活服务,求职招聘	
北京闪动科技有限公司 	dopool.com	网络科技	北京
湖北省中国青年旅行社官网	hubcyts.com	交通旅游	湖北
介休教育网	jx.jzedu.net	教育文化	山西,晋中
东田造型	tonystudio.com.cn	生活服务	北京,朝阳
常州恐龙园官网	jskly.com	休闲娱乐,游戏网站	
85度tea	85tea.com	行业企业,招商加盟	福建
其影院	kuaitv.net	休闲娱乐,视频电影	北京,东城区
海博股份	hb600708.com	休闲娱乐	上海
乐金健康	www.saunaking.com.cn	行业企业,商务服务	安徽,合肥
华北电力大学科技学院	hdky.edu.cn	教育文化,高等院校	
秦皇岛市教育考试院	qhdksy.cn	教育文化,教育考试	河北,秦皇岛
晋能集团	jinnengjt.com	行业企业	
河南省新乡市第一中学	hnxxyz.com	教育文化,中小学校	河南,新乡
同城8同城城分类信息网	tc58.net	生活服务,分类信息	福建
罗定教育网	ld.edugd.cn	教育文化	
风行速递	fengex.com	行业企业,物流运输	上海,宝山
骗子吧	pianzib.com		江西
网上挂号预约挂号	ruizhipak.com	生活服务,常用查询	广东,东莞
我是电影通	cocodyy.com	休闲娱乐,视频电影	
三国Kill	sanguoq.com	休闲娱乐,游戏网站	广东,广州
经典小说网	jdxsw.net	休闲娱乐,小说网站	
上班溜网	shangban6.com	生活服务,求职招聘	
容声官网	ronshen.com.cn		
闽运网上售票	pw.minyun.com.cn	交通旅游,票务预订	福建,福州
石门县第一中学	smyz.cn	教育文化,中小学校	湖南,常德
天地图安徽	ahmap.gov.cn	交通旅游,交通地图	安徽,合肥
电脑实用技术	norun.cn	网络科技,电脑硬件,网络安全	宁夏,中卫
商河TV网	shanghe.tv	综合其他,地方网站	山东,济南
郴州人事考试网站	rsks.czs.gov.cn	政府组织,事业单位	湖南,郴州
罗田民生网	ltnews.cn	综合其他,地方网站	湖北,黄冈
哈理工荣成校区	hustrc.cn	教育文化,高等院校	山东,威海
舟山市公积金管理中心	zsgjj.gov.cn	政府组织,事业单位	浙江,舟山
校园翼讯学生自助服务网站	yixun.sn.cn	综合其他,公共团体	
灌南教育网	gnedu.lyge.cn	教育文化	江苏,连云港
中泰证券官网	www.zts.com.cn	生活服务,证券网站	山东,济南
高清MV下载网	mv250.com	网络科技,软件下载	福建
安徽电信积分商城	mall.ah163.net	行业企业,广电通信	安徽
